,country,year,gdp_per_capita ($),suicides/100k pop,suicides/100k pop,suicides_no,suicides_no
1048,Israel,1997,21921,27.5,99.08,78,301
1049,Israel,1998,21637,23.419999999999998,76.69,79,239
1050,Israel,1999,21319,21.85,80.73,71,297
1051,Israel,2000,23451,22.55,86.01,87,307
1052,Israel,2001,22623,20.5,87.73,75,323
1053,Israel,2002,20536,21.580000000000002,71.91,91,291
1054,Israel,2003,21133,16.56,80.61,72,345
1055,Israel,2004,22168,21.369999999999997,77.07,91,320
1056,Israel,2005,22901,28.349999999999998,74.56,121,304
1057,Israel,2006,24306,18.810000000000002,61.71,88,279
1058,Israel,2007,27712,12.49,61.18,63,263
1059,Israel,2008,32874,13.51,73.82000000000001,60,294
1060,Israel,2009,30812,17.1,63.22,94,310
1061,Israel,2010,34104,15.540000000000001,83.93,86,394
1062,Israel,2011,37528,15.55,71.86,87,322
1063,Israel,2012,36263,15.1,68.69,81,349
1064,Israel,2013,40477,15.13,59.08,81,291
1065,Israel,2014,41869,15.47,55.79,88,294
1066,Israel,2015,39793,14.11,51.8,73,269
1067,Italy,1985,8329,31.34,102.06,1388,3371
1068,Italy,1986,11762,31.11,99.94,1398,3293
1069,Italy,1987,14756,28.330000000000002,97.21,1253,3263
1070,Italy,1988,16282,28.31,93.5,1286,3095
1071,Italy,1989,16922,26.26,90.38,1218,3124
1072,Italy,1990,21472,26.13,95.85,1221,3181
1073,Italy,1991,22805,26.42,89.45,1247,3206
1074,Italy,1992,24297,24.96,90.52,1204,3339
1075,Italy,1993,19605,24.7,96.44,1181,3516
1076,Italy,1994,20235,24.23,94.69999999999999,1125,3411
1077,Italy,1995,21625,23.45,94.55999999999999,1139,3430
1078,Italy,1996,24172,25.37,90.08,1231,3458
1079,Italy,1997,22869,23.490000000000002,93.55,1147,3547
1080,Italy,1998,23342,21.18,92.66,1056,3448
1081,Italy,1999,23002,20.009999999999998,79.71,1010,3105
1082,Italy,2000,21027,20.91,78.31,1046,3062
1083,Italy,2001,21392,18.71,77.16,980,3050
1084,Italy,2002,23227,17.759999999999998,76.85,924,3145
1085,Italy,2003,28572,18.830000000000002,75.59,997,3078
1086,Italy,2004,32704,18.01,73.32000000000001,940,3046
1087,Italy,2005,33536,17.64,64.95,939,2803
1088,Italy,2006,34578,15.4,66.21000000000001,859,2841
1089,Italy,2007,38935,15.459999999999999,66.5,864,2893
1090,Italy,2008,41935,15.93,65.76,907,2997
1091,Italy,2009,38101,14.95,66.98,881,3093
1092,Italy,2010,36869,14.76,66.01,861,3128
1093,Italy,2011,40210,14.9,71.18,863,3290
1094,Italy,2012,36497,16.09,69.36,933,3324
1095,Italy,2013,37050,16.47,68.39,968,3322
1096,Italy,2014,37035,15.59,66.54,932,3215
1097,Italy,2015,31537,14.57,63.88,883,3105
1098,Jamaica,1985,1032,3.1999999999999997,5.84,2,6
1099,Jamaica,1986,1342,0.0,0.57,0,1
1100,Jamaica,1987,1587,1.46,6.32,3,10
1101,Jamaica,1988,1831,2.86,1.34,2,3
1102,Jamaica,1989,2087,0.0,0.0,0,0
1103,Jamaica,1990,2155,0.0,1.32,0,3
1104,Jamaica,1991,1889,0.0,0.9,0,1
1105,Jamaica,2000,3795,0.0,1.16,0,3
1106,Jamaica,2001,3838,0.41,2.39,1,4
1107,Jamaica,2002,4013,0.0,0.7,0,2
1108,Jamaica,2003,3852,0.41,0.5,1,1
1109,Jamaica,2004,4119,0.0,0.74,0,1
1110,Jamaica,2005,4505,2.77,23.4,8,43
1111,Jamaica,2006,4738,0.0,0.0,0,0
1112,Jamaica,2009,4686,1.49,19.64,3,33
1113,Jamaica,2010,5100,0.0,1.16,0,3
1114,Jamaica,2011,5552,2.4499999999999997,25.41,6,44
1115,Japan,1985,12401,107.69,192.78,8012,15245
1116,Japan,1986,18288,119.93,203.62,9134,16350
1117,Japan,1987,22137,108.67,186.62,8520,15143
1118,Japan,1988,26687,108.17,176.55,8490,14186
1119,Japan,1989,26389,101.81,161.61,8167,12846
1120,Japan,1990,26949,95.14,151.23,7754,12248
1121,Japan,1991,30688,87.36,147.15,7380,12400
1122,Japan,1992,33320,85.41,154.87,7360,13396
1123,Japan,1993,37832,77.94,146.16,6959,13394
1124,Japan,1994,41563,75.96000000000001,152.99,6852,13892
1125,Japan,1995,46043,76.77,151.36,7170,14079
1126,Japan,1996,40693,76.1,152.38,7266,14701
1127,Japan,1997,37080,77.46,159.92000000000002,7574,15706
1128,Japan,1998,33791,93.59,213.01,9380,22078
1129,Japan,1999,38164,87.42,211.48,8986,22129
1130,Japan,2000,40813,81.86,196.66,8574,21415
1131,Japan,2001,35843,77.15,190.01,8264,20868
1132,Japan,2002,34239,74.9,190.94,8248,21467
1133,Japan,2003,36926,77.87,201.54,8691,23190
1134,Japan,2004,39960,73.84,192.41,8270,21764
1135,Japan,2005,39412,74.19,192.7,8299,22070
1136,Japan,2006,37534,75.05,187.19,8486,21283
1137,Japan,2007,37408,76.16,192.6,8798,21867
1138,Japan,2008,41773,76.46,188.86,8668,21405
1139,Japan,2009,43415,74.03,192.66,8508,22015
1140,Japan,2010,47059,72.1,183.38,8506,20905
1141,Japan,2011,50919,77.21,175.2,8985,19781
1142,Japan,2012,51379,67.55,166.15,7936,18402
1143,Japan,2013,42781,67.08,164.08,7910,18081
1144,Japan,2014,40328,63.68,154.53,7537,16820
1145,Japan,2015,36510,58.29,147.75,6946,16146
1146,Kazakhstan,1990,1823,79.38,254.74,779,2393
1147,Kazakhstan,1991,1664,74.09,244.57,696,2386
1148,Kazakhstan,1992,1644,77.24,246.29,785,2571
1149,Kazakhstan,1993,1527,75.31,301.18,829,3190
1150,Kazakhstan,1994,1395,79.89,334.79,780,3244
1151,Kazakhstan,1995,1359,82.12,372.55,800,3906
1152,Kazakhstan,1996,1452,73.67999999999999,379.15999999999997,777,3996
1153,Kazakhstan,1997,1540,74.53999999999999,359.2,761,3881
1154,Kazakhstan,1998,1599,76.24,364.28,729,3584
1155,Kazakhstan,1999,1225,69.69,338.04,663,3328
1156,Kazakhstan,2000,1328,73.27,352.78,746,3682
1157,Kazakhstan,2001,1608,67.27,355.22,658,3719
1158,Kazakhstan,2002,1788,66.99,338.9,678,3562
1159,Kazakhstan,2003,2232,69.07,342.64,688,3633
1160,Kazakhstan,2004,3110,67.13,346.73,692,3702
1161,Kazakhstan,2005,4096,60.55,297.25,634,3269
1162,Kazakhstan,2006,5770,62.1,312.63,675,3401
1163,Kazakhstan,2007,7423,63.33,312.3,721,3420
1164,Kazakhstan,2008,9387,65.08,301.86,767,3230
1165,Kazakhstan,2009,8024,60.589999999999996,269.48,718,3120
1166,Kazakhstan,2010,10062,54.79,266.02,645,2964
1167,Kazakhstan,2011,12969,52.57,241.19,608,2793
1168,Kazakhstan,2012,13845,46.97,224.04999999999998,563,2677
1169,Kazakhstan,2013,15552,55.8,240.87,675,2837
1170,Kazakhstan,2014,14351,46.97,210.12,563,2556
1171,Kazakhstan,2015,11784,42.67,195.35,530,2342
1172,Kiribati,1991,768,31.049999999999997,150.49,2,8
1173,Kiribati,1992,759,35.73,46.05,1,3
1174,Kiribati,1993,735,25.82,178.4,2,10
1175,Kiribati,1994,845,25.72,124.68,2,8
1176,Kiribati,1995,855,0.0,56.71,0,2
1177,Kiribati,1996,991,43.65,33.7,3,3
1178,Kiribati,1997,988,0.0,76.06,0,5
1179,Kiribati,1998,939,0.0,50.45,0,4
1180,Kiribati,1999,973,0.0,0.0,0,0
1181,Kiribati,2000,928,0.0,0.0,0,0
1182,Kiribati,2001,854,0.0,0.0,0,0
1183,Kuwait,1985,14607,2.29,8.91,3,14
1184,Kuwait,1986,11661,2.88,5.86,4,12
1185,Kuwait,1987,13924,6.91,4.56,5,11
1186,Kuwait,1993,18798,4.68,8.33,6,12
1187,Kuwait,1994,17161,9.34,9.129999999999999,12,18
1188,Kuwait,1995,17995,3.86,8.879999999999999,5,21
1189,Kuwait,1996,20076,8.05,10.28,11,19
1190,Kuwait,1997,18766,12.379999999999999,7.5600000000000005,17,16
1191,Kuwait,1998,14209,8.83,7.38,15,20
1192,Kuwait,1999,15864,7.15,9.67,13,33
1193,Kuwait,2000,19112,7.65,7.58,14,20
1194,Kuwait,2001,17116,2.48,6.65,5,25
1195,Kuwait,2002,17668,5.3,9.26,11,34
1196,Kuwait,2003,24544,7.5,8.94,14,30
1197,Kuwait,2004,29778,8.72,8.540000000000001,17,28
1198,Kuwait,2005,39166,5.680000000000001,12.5,11,41
1199,Kuwait,2006,46890,6.67,9.16,11,34
1200,Kuwait,2007,37283,4.61,8.41,14,37
1201,Kuwait,2008,43746,5.48,6.28,14,33
1202,Kuwait,2009,33453,8.14,6.67,21,40
1203,Kuwait,2010,35171,3.9,6.140000000000001,13,26
1204,Kuwait,2011,46203,4.86,6.55,15,26
1205,Kuwait,2012,49781,7.4,8.19,19,37
1206,Kuwait,2013,48729,3.77,6.109999999999999,13,28
1207,Kuwait,2014,43774,6.03,9.83,18,50
1208,Kyrgyzstan,1990,715,65.72,181.35,147,400
1209,Kyrgyzstan,1991,677,60.54,186.05,133,410
1210,Kyrgyzstan,1992,603,41.5,179.92,106,385
1211,Kyrgyzstan,1993,528,62.06,196.73000000000002,121,442
1212,Kyrgyzstan,1994,437,40.15,214.16,88,493
1213,Kyrgyzstan,1995,425,50.26,189.51,138,467
1214,Kyrgyzstan,1996,459,45.56,160.98,88,392
1215,Kyrgyzstan,1997,435,36.72,154.13,87,409
1216,Kyrgyzstan,1998,398,28.88,156.06,88,421
1217,Kyrgyzstan,1999,291,44.91,146.53,99,457
1218,Kyrgyzstan,2000,313,39.21,143.42000000000002,96,414
1219,Kyrgyzstan,2001,345,26.77,166.53,77,483
1220,Kyrgyzstan,2002,359,31.57,141.54,100,467
1221,Kyrgyzstan,2003,424,23.5,114.36,82,397
1222,Kyrgyzstan,2004,484,24.7,116.63000000000001,75,363
1223,Kyrgyzstan,2005,533,21.32,114.16,84,386
1224,Kyrgyzstan,2006,610,31.58,114.41,97,366
1225,Kyrgyzstan,2007,814,32.730000000000004,93.16,116,366
1226,Kyrgyzstan,2008,1096,29.83,106.13,94,379
1227,Kyrgyzstan,2009,977,24.44,88.84,96,362
1228,Kyrgyzstan,2010,991,29.759999999999998,113.44,105,395
1229,Kyrgyzstan,2011,1273,28.24,98.65,108,363
1230,Kyrgyzstan,2012,1339,37.11,103.55,122,402
1231,Kyrgyzstan,2013,1463,24.29,85.55,97,349
1232,Kyrgyzstan,2014,1465,25.16,86.63,103,358
1233,Kyrgyzstan,2015,1285,21.72,76.65,90,327
1234,Latvia,1995,2438,94.3,451.32,199,825
1235,Latvia,1996,2526,81.11,410.90000000000003,181,741
1236,Latvia,1997,2771,87.36,405.21,180,706
1237,Latvia,1998,3061,75.92,365.92,161,678
1238,Latvia,1999,3228,80.37,340.03999999999996,170,593
1239,Latvia,2000,3494,76.91,376.29,152,618
1240,Latvia,2001,3724,68.63,314.86,137,571
1241,Latvia,2002,4311,70.78999999999999,296.96999999999997,149,521
1242,Latvia,2003,5364,60.1,301.53,122,482
1243,Latvia,2004,6644,55.45,272.93,106,457
1244,Latvia,2005,7916,60.519999999999996,251.54,119,445
1245,Latvia,2006,10139,41.4,247.5,80,407
1246,Latvia,2007,14758,51.12,244.63,95,358
1247,Latvia,2008,17217,52.89,270.8,100,427
1248,Latvia,2009,12890,50.47,257.33,100,416
1249,Latvia,2010,11951,28.38,230.96,62,376
1250,Latvia,2011,14447,41.7,247.05,75,365
1251,Latvia,2012,14558,39.96,227.72,73,371
1252,Latvia,2013,15820,29.53,212.66,61,322
1253,Latvia,2014,16544,40.28,208.53,71,311
1254,Latvia,2015,14382,40.4,211.07000000000002,81,306
1255,Lithuania,1995,2324,102.41,536.89,306,1388
1256,Lithuania,1996,2484,108.80999999999999,486.8,334,1388
1257,Lithuania,1997,3008,90.79,474.65000000000003,284,1348
1258,Lithuania,1998,3354,91.78,474.58,268,1285
1259,Lithuania,1999,3292,89.56,471.96999999999997,265,1285
1260,Lithuania,2000,3481,100.8,471.0,314,1317
1261,Lithuania,2001,3719,90.85,478.13,278,1255
1262,Lithuania,2002,4360,82.92,472.7,242,1309
1263,Lithuania,2003,5778,80.96,449.56,256,1199
1264,Lithuania,2004,7028,84.14,419.23,256,1124
1265,Lithuania,2005,8229,74.44,411.34999999999997,235,1084
1266,Lithuania,2006,9667,66.13,334.44,196,853
1267,Lithuania,2007,12869,63.08,343.71,177,848
1268,Lithuania,2008,15669,64.83,365.22,193,918
1269,Lithuania,2009,12412,64.84,372.23,186,952
1270,Lithuania,2010,12584,64.39,330.85,189,829
1271,Lithuania,2011,15097,68.24,339.45,201,817
1272,Lithuania,2012,15099,57.88,316.24,174,753
1273,Lithuania,2013,16538,72.23,372.33,198,887
1274,Lithuania,2014,17442,60.69,340.58,161,769
1275,Lithuania,2015,15073,62.17,323.31,169,727
1276,Lithuania,2016,15742,44.58,317.14,129,693
1277,Luxembourg,1985,13743,63.8,183.59,16,39
1278,Luxembourg,1986,20004,42.75,140.3,14,37
1279,Luxembourg,1987,24654,89.0,154.24,29,45
1280,Luxembourg,1988,27676,46.83,164.67,17,52
1281,Luxembourg,1989,29239,61.98,199.34,19,54
1282,Luxembourg,1990,36871,64.33,169.01,21,47
1283,Luxembourg,1991,39465,55.29,225.54000000000002,23,54
1284,Luxembourg,1992,43740,90.03,138.34,30,29
1285,Luxembourg,1993,44320,41.35,166.60999999999999,16,48
1286,Luxembourg,1994,48610,35.99,241.25,13,61
1287,Luxembourg,1995,56499,53.45,156.63,18,45
1288,Luxembourg,1996,56169,50.97,178.28,19,53
1289,Luxembourg,1997,50260,55.190000000000005,252.41,21,60
1290,Luxembourg,1998,50788,49.519999999999996,151.73,16,48
1291,Luxembourg,1999,55054,55.68,156.31,21,49
1292,Luxembourg,2000,51841,41.72,180.92,15,47
1293,Luxembourg,2001,51391,77.61,162.21,23,50
1294,Luxembourg,2002,56484,55.17,208.97,22,63
1295,Luxembourg,2003,69768,17.509999999999998,146.86,8,40
1296,Luxembourg,2004,80639,41.79,147.75,17,45
1297,Luxembourg,2005,85397,21.32,137.75,10,39
1298,Luxembourg,2006,95351,33.78,150.01,18,47
1299,Luxembourg,2007,112581,58.04,125.85,25,53
1300,Luxembourg,2008,121315,18.47,93.84,8,35
1301,Luxembourg,2009,109483,23.330000000000002,87.62,12,36
1302,Luxembourg,2010,111328,23.11,118.05,11,43
1303,Luxembourg,2011,122729,49.69,86.84,18,37
1304,Luxembourg,2012,113120,27.24,112.94,12,39
1305,Luxembourg,2013,120423,34.71,56.769999999999996,16,24
1306,Luxembourg,2014,126352,37.410000000000004,110.47,15,52
1307,Luxembourg,2015,107456,38.6,95.8,19,45
1308,Macau,1994,18081,76.78,94.96,12,15
1309,Maldives,2000,2524,0.0,0.0,0,0
1310,Maldives,2001,3406,102.46,8.030000000000001,1,2
1311,Maldives,2002,3401,2.95,6.890000000000001,1,2
1312,Maldives,2003,3867,3.95,11.57,1,3
1313,Maldives,2004,4373,3.74,0.0,1,0
1314,Maldives,2005,4026,0.0,2.75,0,1
1315,Maldives,2007,6115,6.33,8.030000000000001,2,3
1316,Maldives,2008,7236,0.0,0.0,0,0
1317,Maldives,2010,7806,0.0,1.99,0,1
1318,Maldives,2011,8135,0.0,5.39,0,2
1319,Malta,1985,3639,0.0,8.76,0,2
1320,Malta,1986,4544,3.61,0.0,1,0
1321,Malta,1987,5517,0.0,18.87,0,1
1322,Malta,1988,6295,3.61,25.0,1,8
1323,Malta,1989,6539,13.51,76.45,5,18
1324,Malta,1990,7780,0.0,23.75,0,8
1325,Malta,1991,8313,2.01,28.33,1,9
1326,Malta,1992,9040,15.4,71.74,6,12
1327,Malta,1993,8022,17.78,29.76,7,9
1328,Malta,1994,8775,15.41,49.28,3,12
1329,Malta,1995,9974,14.44,32.58,6,11
1330,Malta,1996,10254,4.17,43.26,1,9
1331,Malta,1997,10575,15.24,55.44,4,11
1332,Malta,1998,11103,1.76,28.869999999999997,1,11
1333,Malta,1999,11607,20.34,71.42,5,22
1334,Malta,2000,11873,16.3,61.75,6,17
1335,Malta,2001,11691,23.63,61.66,7,23
1336,Malta,2002,12524,26.84,28.44,8,11
1337,Malta,2003,14444,7.95,66.99,3,17
1338,Malta,2004,15916,34.16,51.660000000000004,10,14
1339,Malta,2005,16648,5.88,62.06,3,16
1340,Malta,2006,17504,9.850000000000001,77.36,5,21
1341,Malta,2007,20333,6.72,67.12,1,25
1342,Malta,2008,23007,3.65,35.03,2,12
1343,Malta,2009,21695,10.48,96.64,3,33
1344,Malta,2010,22132,4.03,78.08,2,29
1345,Malta,2011,23984,0.0,47.5,0,20
1346,Malta,2012,23074,11.14,48.730000000000004,6,19
1347,Malta,2013,25191,3.37,53.85,1,21
1348,Malta,2014,27634,15.9,86.17999999999999,5,27
1349,Malta,2015,25750,16.25,62.019999999999996,7,27
1350,Mauritius,1985,1223,61.519999999999996,81.61,36,68
1351,Mauritius,1986,1636,8.0,22.07,8,20
1352,Mauritius,1987,2073,76.32,95.61999999999999,53,87
1353,Mauritius,1988,2317,59.45,186.66,56,111
1354,Mauritius,1989,2349,59.33,152.31,37,107
1355,Mauritius,1990,2820,60.19,102.99,56,91
1356,Mauritius,1991,3045,47.6,149.19,43,94
1357,Mauritius,1992,3400,55.1,143.89000000000001,46,100
1358,Mauritius,1993,3405,47.57,127.42,45,93
1359,Mauritius,1994,3658,29.06,125.59,22,107
1360,Mauritius,1995,4115,41.77,140.88,32,115
1361,Mauritius,1996,4444,45.71,120.43,36,117
1362,Mauritius,1997,4139,20.45,123.12,20,102
1363,Mauritius,1998,4063,45.99,108.78,41,114
1364,Mauritius,1999,4117,50.21,135.82999999999998,54,120
1365,Mauritius,2000,4339,27.58,113.24,30,107
1366,Mauritius,2001,4244,39.06,82.78,37,76
1367,Mauritius,2002,4415,27.3,104.6,29,102
1368,Mauritius,2003,5136,22.42,71.6,24,64
1369,Mauritius,2004,5789,20.12,80.87,22,75
1370,Mauritius,2005,5641,26.07,76.44,23,79
1371,Mauritius,2006,6246,39.04,124.64,29,89
1372,Mauritius,2007,7179,26.939999999999998,114.50999999999999,30,97
1373,Mauritius,2008,8716,11.16,66.97,12,72
1374,Mauritius,2009,7873,25.96,80.11,23,92
1375,Mauritius,2010,8587,18.41,93.42,22,76
1376,Mauritius,2011,9817,21.38,98.66,23,95
1377,Mauritius,2012,9884,27.349999999999998,86.9,26,89
1378,Mauritius,2013,10572,14.5,83.17,15,83
1379,Mauritius,2014,11120,28.31,87.14,24,96
1380,Mauritius,2015,10125,25.25,74.72,26,78
1381,Mauritius,2016,10570,12.799999999999999,86.5,15,83
1382,Mexico,1985,2730,5.28,32.89,265,1279
1383,Mexico,1986,1873,4.6899999999999995,41.05,269,1445
1384,Mexico,1987,2064,5.0600000000000005,36.37,285,1416
1385,Mexico,1988,2630,5.26,36.96,280,1423
1386,Mexico,1989,3125,5.08,43.18,285,1580
1387,Mexico,1990,3595,4.91,43.94,278,1648
1388,Mexico,1991,4204,5.56,42.13,314,1789
1389,Mexico,1992,4830,5.7700000000000005,46.3,338,1899
1390,Mexico,1993,6518,5.24,46.76,331,2011
1391,Mexico,1994,6735,6.42,49.5,393,2195
1392,Mexico,1995,4505,6.45,52.64,443,2434
1393,Mexico,1996,4904,6.25,50.08,494,2514
1394,Mexico,1997,5864,6.6000000000000005,50.47,539,2811
1395,Mexico,1998,6064,6.61,50.230000000000004,510,2802
1396,Mexico,1999,6800,6.449999999999999,48.44,508,2819
1397,Mexico,2000,7892,6.91,47.98,537,2919
1398,Mexico,2001,8311,8.39,54.91,672,3088
1399,Mexico,2002,8357,7.800000000000001,50.56,656,3170
1400,Mexico,2003,7779,8.24,54.76,694,3376
1401,Mexico,2004,8217,8.31,52.44,675,3381
1402,Mexico,2005,9071,8.31,53.910000000000004,730,3544
1403,Mexico,2006,9906,7.91,51.31,709,3521
1404,Mexico,2007,10496,8.37,49.64,762,3523
1405,Mexico,2008,10864,9.16,51.67,860,3782
1406,Mexico,2009,8651,9.72,54.42,966,4057
1407,Mexico,2010,9991,8.85,52.16,900,3958
1408,Mexico,2011,10965,10.36,55.16,1071,4487
1409,Mexico,2012,10982,10.11,53.32,1051,4330
1410,Mexico,2013,11478,10.28,54.71,1043,4668
1411,Mexico,2014,11663,11.290000000000001,57.089999999999996,1228,4950
1412,Mexico,2015,10228,11.469999999999999,55.099999999999994,1248,4986
1413,Mongolia,2016,4145,28.18,156.21,52,371
1414,Montenegro,2000,1701,0.0,0.0,0,0
1415,Montenegro,2001,2004,0.0,0.0,0,0
1416,Montenegro,2002,2220,0.0,0.0,0,0
1417,Montenegro,2003,2946,0.0,0.0,0,0
1418,Montenegro,2004,3565,0.0,0.0,0,0
1419,Montenegro,2005,3870,85.35,189.13,36,82
1420,Montenegro,2006,4654,0.0,0.0,0,0
1421,Montenegro,2007,6268,78.37,257.15999999999997,32,89
1422,Montenegro,2008,7705,110.2,197.89000000000001,46,80
1423,Montenegro,2009,7023,63.62,212.31,30,77
1424,Netherlands,1985,10428,49.33,110.56,590,1048
1425,Netherlands,1986,14479,50.92,107.36,606,998
1426,Netherlands,1987,17560,51.949999999999996,105.22,621,995
1427,Netherlands,1988,18661,45.38,102.22,558,965
1428,Netherlands,1989,18310,45.71,90.3,567,953
1429,Netherlands,1990,22425,46.1,90.07,541,909
1430,Netherlands,1991,22906,46.26,104.23,578,1033
1431,Netherlands,1992,25205,43.46,100.03,546,1041
1432,Netherlands,1993,24385,42.92,93.06,535,1020
1433,Netherlands,1994,25997,38.26,98.7,500,1084
1434,Netherlands,1995,30850,39.230000000000004,85.79,511,1000
1435,Netherlands,1996,30625,41.21,93.86,534,1043
1436,Netherlands,1997,28156,41.269999999999996,95.3,530,1042
1437,Netherlands,1998,29351,38.42,90.08,517,1002
1438,Netherlands,1999,29799,37.72,85.44,503,1016
1439,Netherlands,2000,27644,34.62,84.37,501,1000
1440,Netherlands,2001,28366,33.09,83.21000000000001,464,1010
1441,Netherlands,2002,30757,35.31,84.42,507,1063
1442,Netherlands,2003,37614,35.339999999999996,77.99,484,1018
1443,Netherlands,2004,42614,33.49,77.67,492,1022
1444,Netherlands,2005,44289,33.47,79.81,500,1074
1445,Netherlands,2006,47281,31.95,81.24,479,1046
1446,Netherlands,2007,54418,27.59,69.85,410,944
1447,Netherlands,2008,60375,29.12,72.97,448,991
1448,Netherlands,2009,54988,30.15,78.15,462,1068
1449,Netherlands,2010,53302,30.85,78.64,477,1127
1450,Netherlands,2011,56667,33.03,80.05,513,1137
1451,Netherlands,2012,52334,36.32,82.19,570,1186
1452,Netherlands,2013,54510,35.74,89.79,549,1307
1453,Netherlands,2014,55325,38.14,83.28,589,1250
1454,Netherlands,2015,47206,37.41,89.52000000000001,591,1282
1455,Netherlands,2016,48108,40.33,87.06,613,1273
1456,New Zealand,1985,8246,32.23,121.41,83,255
1457,New Zealand,1986,10114,46.2,132.47,113,301
1458,New Zealand,1987,13238,40.88,169.64,100,363
1459,New Zealand,1988,14890,43.660000000000004,161.37,103,381
1460,New Zealand,1989,14417,32.68,157.94,93,372
1461,New Zealand,1990,14734,34.18,152.39000000000001,92,363
1462,New Zealand,1991,13345,28.98,146.5,94,380
1463,New Zealand,1992,12868,33.32,150.27,96,397
1464,New Zealand,1993,14271,31.81,132.17,94,349
1465,New Zealand,1994,16615,37.83,160.8,103,409
1466,New Zealand,1995,18945,40.74,158.68,116,429
1467,New Zealand,1996,20434,37.55,157.58,112,428
1468,New Zealand,1997,19041,38.55,159.73,121,441
1469,New Zealand,1998,16052,42.51,158.56,132,442
1470,New Zealand,1999,16556,41.019999999999996,135.78,131,385
1471,New Zealand,2000,14725,25.86,131.68,83,375
1472,New Zealand,2001,14968,39.01,140.89,119,389
1473,New Zealand,2002,18208,34.97,117.06,113,354
1474,New Zealand,2003,23663,43.11,129.24,141,378
1475,New Zealand,2004,27325,32.910000000000004,130.5,113,382
1476,New Zealand,2005,29803,38.86,119.07,132,382
1477,New Zealand,2006,28628,39.730000000000004,117.01,139,388
1478,New Zealand,2007,34892,31.47,116.72,118,376
1479,New Zealand,2008,33585,38.08,113.7,139,381
1480,New Zealand,2009,30259,33.26,119.74000000000001,118,394
1481,New Zealand,2010,36145,42.1,110.52,149,387
1482,New Zealand,2011,41184,33.44,109.38,116,377
1483,New Zealand,2012,42756,41.89,116.14,145,404
1484,New Zealand,2013,46198,37.54,107.00999999999999,147,366
1485,Nicaragua,2010,1715,14.379999999999999,74.36,77,274
1486,Nicaragua,2011,1888,17.32,72.23,93,276
1487,Nicaragua,2012,2006,16.259999999999998,56.03,82,234
1488,Nicaragua,2013,2062,13.04,67.93,75,276
1489,Nicaragua,2014,2199,15.56,55.84,70,241
1490,Nicaragua,2015,2303,15.08,54.79,85,230
1491,Norway,1986,20117,41.43,122.19,160,419
1492,Norway,1987,23980,42.23,149.32999999999998,163,486
1493,Norway,1988,25820,53.66,154.84,198,510
1494,Norway,1989,25945,49.59,148.3,179,481
1495,Norway,1990,30240,45.58,145.73,171,488
1496,Norway,1991,30678,48.17,146.65,176,499
1497,Norway,1992,32793,44.6,137.04,167,449
1498,Norway,1993,30066,40.63,137.42,141,449
1499,Norway,1994,31520,39.9,110.63,152,379
1500,Norway,1995,37483,35.32,121.03,137,411
1501,Norway,1996,40098,33.88,120.05,128,389
1502,Norway,1997,39335,36.82,121.79,146,387
1503,Norway,1998,37334,39.04,114.62,149,399
1504,Norway,1999,39013,40.23,123.1,153,430
1505,Norway,2000,41099,34.56,115.77,132,409
1506,Norway,2001,41281,33.730000000000004,120.56,138,411
1507,Norway,2002,46049,33.45,107.55,132,362
1508,Norway,2003,53533,33.47,104.61,128,374
1509,Norway,2004,61450,41.62,99.75,170,359
1510,Norway,2005,71215,44.22,97.87,173,360
1511,Norway,2006,79007,33.17,109.5,141,391
1512,Norway,2007,90797,35.67,92.10000000000001,149,336
1513,Norway,2008,103431,39.69,92.34,158,347
1514,Norway,2009,85394,37.29,108.45,157,416
1515,Norway,2010,93638,36.72,99.71,164,384
1516,Norway,2011,107430,36.21,110.28,164,434
1517,Norway,2012,108408,33.96,92.03999999999999,146,369
1518,Norway,2013,109804,36.68,90.33,176,378
1519,Norway,2014,103443,31.71,95.52,147,401
1520,Norway,2015,79187,42.940000000000005,93.49,190,400
1521,Oman,2009,18557,0.0,21.19,0,13
1522,Oman,2010,21337,0.0,3.8000000000000003,0,13
1523,Oman,2014,22328,0.0,1.51,0,7
1524,Panama,1985,3443,8.17,42.89,12,44
1525,Panama,1986,3504,12.73,48.18,15,67
1526,Panama,1987,3447,12.29,54.77,21,64
1527,Panama,1988,2859,15.97,44.22,21,66
1528,Panama,1989,2802,4.62,50.67,9,61
1529,Panama,1996,3992,9.56,56.82,15,98
1530,Panama,1997,4227,14.18,69.01,21,124
1531,Panama,1998,4488,12.66,64.03,24,124
1532,Panama,1999,4606,10.27,67.36,19,124
1533,Panama,2000,4577,8.11,77.47,19,124
1534,Panama,2001,4558,11.780000000000001,74.99,23,139
1535,Panama,2002,4641,18.66,60.28,30,130
1536,Panama,2003,4790,7.57,89.67,21,174
1537,Panama,2004,5144,11.18,70.58,34,152
1538,Panama,2005,5499,10.99,66.82000000000001,24,148
1539,Panama,2006,5972,4.56,87.07,13,172
1540,Panama,2007,6876,6.7,65.2,21,150
1541,Panama,2008,7972,14.22,59.08,32,154
1542,Panama,2009,8436,9.4,58.89,28,149
1543,Panama,2010,8991,9.07,54.93,21,130
1544,Panama,2011,10403,6.04,56.69,19,125
1545,Panama,2012,11908,6.9,48.62,18,117
1546,Panama,2013,13189,5.09,44.22,13,117
1547,Panama,2014,14181,6.79,49.19,20,127
1548,Panama,2015,15158,5.8,39.1,19,91
